,Virus,Virus Sample,Host genome,Host Sample,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus,Confidence score,Main method,Additional methods
1394,CRr2D2E2F_vRhyme_unbinned_59,CRr2D2E2F,SEr3G3H3I__bin_33,SEr3G3H3I,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,90.5,iPHoP-RF,None
1395,CRr2D2E2F_vRhyme_unbinned_60,CRr2D2E2F,GB_GCA_020073565.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQEY01,94.7,iPHoP-RF,None
1396,CRr2D2E2F_vRhyme_unbinned_60,CRr2D2E2F,GB_GCA_003225005.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter,93.7,iPHoP-RF,None
1397,CRr2D2E2F_vRhyme_unbinned_60,CRr2D2E2F,GB_GCA_003225555.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter,91.8,iPHoP-RF,None
1398,CRr2D2E2F_vRhyme_unbinned_61,CRr2D2E2F,CRr2D2E2F__bin_34,CRr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,93.5,blast,iPHoP-RF;56.00
1399,CRr2D2E2F_vRhyme_unbinned_62,CRr2D2E2F,CRr1A1B1C__bin_83,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,96.4,iPHoP-RF,blast;92.00
1400,CRr2D2E2F_vRhyme_unbinned_62,CRr2D2E2F,LAWAr2D2E2F__bin_10,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,93.3,blast,iPHoP-RF;73.00
1401,CRr2D2E2F_vRhyme_unbinned_62,CRr2D2E2F,LASCr2D2E2F__bin_82,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,92.8,iPHoP-RF,None
1402,CRr2D2E2F_vRhyme_unbinned_62,CRr2D2E2F,LAWAr2D2E2F__bin_119,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,90.1,iPHoP-RF,None
1403,CRr2D2E2F_vRhyme_unbinned_62,CRr2D2E2F,MHr1A1B1C__bin_21,MHr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,90.1,iPHoP-RF,None
1404,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,GB_GCA_019449565.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,93.5,blast,iPHoP-RF;80.80
1405,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,GB_GCA_903903185.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,93.4,blast,iPHoP-RF;83.90
1406,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,GB_GCA_021813805.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.8,blast,iPHoP-RF;79.80
1407,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,SEr3G3H3I__bin_73,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.7,blast,iPHoP-RF;78.30
1408,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,RS_GCF_002937075.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.6,blast,iPHoP-RF;67.70
1409,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,RS_GCF_022760755.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.7,blast,iPHoP-RF;72.80
1410,CRr2D2E2F_vRhyme_unbinned_65,CRr2D2E2F,GB_GCA_020638195.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,JAJXWB01,90.5,blast,None
1411,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,MGr1A1B1C__bin_25,MGr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,96.2,blast,iPHoP-RF;58.40
1412,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,CRr3G3H3I__bin_87,CRr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,95.3,blast,iPHoP-RF;69.50
1413,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,MGr3G3H3I__bin_124,MGr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,95.0,blast,iPHoP-RF;73.00
1414,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,MHr3G3H3I__bin_89,MHr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,94.4,blast,iPHoP-RF;59.50
1415,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,CRr3G3H3I__bin_3,CRr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,94.2,blast,iPHoP-RF;58.40
1416,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,SEr2D2E2F__bin_103,SEr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,92.3,blast,iPHoP-RF;64.30
1417,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,BOr3G3H3I__bin_53,BOr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,90.9,blast,iPHoP-RF;59.50
1418,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,LAWAr2D2E2F__bin_52,LAWAr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,90.9,blast,iPHoP-RF;50.90
1419,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,MHr3G3H3I__bin_120,MHr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,90.9,blast,None
1420,CRr2D2E2F_vRhyme_unbinned_68,CRr2D2E2F,LASYr2D2E2F__bin_115,LASYr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,90.7,blast,None
1421,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,GB_GCA_021324465.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.4,iPHoP-RF,blast;93.80
1422,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,MHr2D2E2F__bin_50,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,94.7,iPHoP-RF,None
1423,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,GB_GCA_019075925.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,94.4,iPHoP-RF,None
1424,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,MGr1A1B1C__bin_89,MGr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,94.4,iPHoP-RF,None
1425,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,BOr1A1B1C__bin_20,BOr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,93.7,iPHoP-RF,None
1426,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,CRr3G3H3I__bin_47,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,93.3,blast,iPHoP-RF;85.70
1427,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,BAr2D2E2F__bin_71,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.8,iPHoP-RF,None
1428,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,GB_GCA_003164375.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.4,iPHoP-RF,None
1429,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,BAr3G3H3I__bin_6,BAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.1,iPHoP-RF,None
1430,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,CRr1A1B1C__bin_41,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.1,iPHoP-RF,None
1431,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,BAr2D2E2F__bin_130,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.9,blast,iPHoP-RF;88.50
1432,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,LAWAr2D2E2F__bin_155,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.8,iPHoP-RF,None
1433,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,MHr3G3H3I__bin_83,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.8,iPHoP-RF,None
1434,CRr2D2E2F_vRhyme_unbinned_69,CRr2D2E2F,CRr1A1B1C__bin_138,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.1,iPHoP-RF,None
1435,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,MHr3G3H3I__bin_105,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.7,iPHoP-RF,None
1436,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,BAr2D2E2F__bin_51,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.1,iPHoP-RF,None
1437,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.7,iPHoP-RF,None
1438,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,LASCr2D2E2F__bin_16,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.4,iPHoP-RF,None
1439,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,MGr2D2E2F__bin_115,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.4,iPHoP-RF,None
1440,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,SEr3G3H3I__bin_176,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.1,iPHoP-RF,None
1441,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,GB_GCA_003153975.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,92.4,iPHoP-RF,None
1442,CRr2D2E2F_vRhyme_unbinned_70,CRr2D2E2F,LASAr3G3H3I__bin_142,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.4,iPHoP-RF,None
1443,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,CRr3G3H3I__bin_63,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,93.5,blast,None
1444,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,BAr2D2E2F__bin_130,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.8,iPHoP-RF,blast;89.90
1445,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,LASYr2D2E2F__bin_33,LASYr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.3,blast,iPHoP-RF;87.00
1446,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,LAWAr2D2E2F__bin_27,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.3,blast,iPHoP-RF;87.00
1447,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,MHr2D2E2F__bin_119,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.3,blast,iPHoP-RF;85.10
1448,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,SEr3G3H3I__bin_77,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.0,blast,iPHoP-RF;90.50
1449,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,BOr1A1B1C__bin_20,BOr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.6,blast,iPHoP-RF;82.80
1450,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,MHr3G3H3I__bin_83,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.5,blast,iPHoP-RF;88.50
1451,CRr2D2E2F_vRhyme_unbinned_71,CRr2D2E2F,SEr2D2E2F__bin_110,SEr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.1,iPHoP-RF,blast;90.00
1452,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,CRr2D2E2F__bin_117,CRr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,92.8,iPHoP-RF,None
1453,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,BAr1A1B1C__bin_68,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,92.3,blast,iPHoP-RF;90.50
1454,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,LASAr3G3H3I__bin_82,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.4,blast,iPHoP-RF;75.70
1455,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.2,blast,iPHoP-RF;75.70
1456,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,LASCr2D2E2F__bin_140,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,iPHoP-RF;59.00
1457,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,LAWAr2D2E2F__bin_146,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,iPHoP-RF;60.60
1458,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,RS_GCF_000166055.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,iPHoP-RF;69.50
1459,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,SEr3G3H3I__bin_11,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.8,iPHoP-RF,None
1460,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,MHr2D2E2F__bin_20,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.7,blast,iPHoP-RF;77.50
1461,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,SEr3G3H3I__bin_176,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.7,blast,iPHoP-RF;72.60
1462,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,CRr1A1B1C__bin_78,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.5,iPHoP-RF,None
1463,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,LAWAr2D2E2F__bin_105,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.4,blast,iPHoP-RF;77.10
1464,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,SEr2D2E2F__bin_67,SEr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.4,blast,iPHoP-RF;72.60
1465,CRr2D2E2F_vRhyme_unbinned_72,CRr2D2E2F,MGr1A1B1C__bin_113,MGr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.2,blast,iPHoP-RF;73.90
1466,CRr2D2E2F_vRhyme_unbinned_77,CRr2D2E2F,MHr3G3H3I__bin_99,MHr3G3H3I,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,94.3,blast,None
1467,CRr2D2E2F_vRhyme_unbinned_77,CRr2D2E2F,CRr3G3H3I__bin_95,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,92.7,blast,None
1468,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,GB_GCA_003152325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,95.7,iPHoP-RF,None
1469,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,MGr1A1B1C__bin_144,MGr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,94.8,CRISPR,iPHoP-RF;58.70
1470,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,MGr2D2E2F__bin_113,MGr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,92.4,iPHoP-RF,None
1471,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,GB_GCA_003167255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,92.1,iPHoP-RF,None
1472,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,GB_GCA_003136215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,90.8,iPHoP-RF,None
1473,CRr2D2E2F_vRhyme_unbinned_78,CRr2D2E2F,SEr2D2E2F__bin_78,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.1,iPHoP-RF,None
1474,CRr2D2E2F_vRhyme_unbinned_83,CRr2D2E2F,RS_GCF_009765785.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,UBA5172,91.6,blast,None
1475,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,GB_GCA_021324465.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,97.1,iPHoP-RF,None
1476,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,GB_GCA_019075925.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1477,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LASYr2D2E2F__bin_33,LASYr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1478,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LAWAr2D2E2F__bin_27,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1479,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,MHr2D2E2F__bin_119,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1480,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,SEr3G3H3I__bin_117,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1481,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,SEr3G3H3I__bin_118,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.7,iPHoP-RF,None
1482,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,BAr2D2E2F__bin_130,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.4,iPHoP-RF,blast;93.20
1483,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LASAr3G3H3I__bin_63,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.4,iPHoP-RF,None
1484,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LASYr2D2E2F__bin_88,LASYr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.4,iPHoP-RF,None
1485,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,MHr3G3H3I__bin_83,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.4,iPHoP-RF,None
1486,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,SEr3G3H3I__bin_9,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.4,iPHoP-RF,None
1487,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,BOr1A1B1C__bin_20,BOr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.1,iPHoP-RF,None
1488,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,BOr2D2E2F__bin_49,BOr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.1,iPHoP-RF,None
1489,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,CRr1A1B1C__bin_138,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.1,iPHoP-RF,None
1490,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,GB_GCA_021811945.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.1,iPHoP-RF,None
1491,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,MGr1A1B1C__bin_89,MGr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,96.1,iPHoP-RF,None
1492,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LAWAr2D2E2F__bin_155,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.7,iPHoP-RF,None
1493,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,CRr3G3H3I__bin_47,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.4,iPHoP-RF,None
1494,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,LASAr3G3H3I__bin_140,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.4,iPHoP-RF,None
1495,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,MHr2D2E2F__bin_50,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.4,iPHoP-RF,None
1496,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,MHr2D2E2F__bin_132,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,95.1,iPHoP-RF,None
1497,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,CRr1A1B1C__bin_41,CRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,94.7,iPHoP-RF,None
1498,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,BAr3G3H3I__bin_6,BAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,93.7,iPHoP-RF,None
1499,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,GB_GCA_003164375.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,93.7,iPHoP-RF,None
1500,CRr2D2E2F_vRhyme_unbinned_84,CRr2D2E2F,BAr1A1B1C__bin_44,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.8,iPHoP-RF,None
