Genome,Sample,site,treatment,Genomad realm,Genomad kingdom,Genomad phylum,Genomad class,Genomad order,Genomad family,checkv_quality,lytic_state,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus
LABRr1A1B1C_vRhyme_unbinned_2,LABRr1A1B1C,Langwell,NAT,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_20,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11
LABRr1A1B1C_vRhyme_unbinned_21,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_22,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_23,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_24,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_25,LABRr1A1B1C,Langwell,NAT,,,,,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_26,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_27,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,QIAJ01
LABRr1A1B1C_vRhyme_unbinned_28,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
LABRr1A1B1C_vRhyme_unbinned_29,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_3,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQEY01
LABRr1A1B1C_vRhyme_unbinned_30,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_31,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_32,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
LABRr1A1B1C_vRhyme_unbinned_33,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,JAFAHT01
LABRr1A1B1C_vRhyme_unbinned_34,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Not-determined,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LABRr1A1B1C_vRhyme_unbinned_35,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_36,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_37,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LABRr1A1B1C_vRhyme_unbinned_38,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_39,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LABRr1A1B1C_vRhyme_unbinned_4,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_40,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_41,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_42,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_43,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_44,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,Bilamarchaeum
LABRr1A1B1C_vRhyme_unbinned_45,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
LABRr1A1B1C_vRhyme_unbinned_46,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_47,LABRr1A1B1C,Langwell,NAT,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Kalamavirales,Tectiviridae,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_48,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LABRr1A1B1C_vRhyme_unbinned_49,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,
LABRr1A1B1C_vRhyme_unbinned_5,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile
LABRr1A1B1C_vRhyme_unbinned_50,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_51,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_52,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_53,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_54,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_55,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_56,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_57,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_58,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_59,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
LABRr1A1B1C_vRhyme_unbinned_6,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_60,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_61,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_62,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_63,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Palsa-288
LABRr1A1B1C_vRhyme_unbinned_64,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_65,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus
LABRr1A1B1C_vRhyme_unbinned_66,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,
LABRr1A1B1C_vRhyme_unbinned_67,LABRr1A1B1C,Langwell,NAT,,,,,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_68,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LABRr1A1B1C_vRhyme_unbinned_69,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_7,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_70,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_71,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_72,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LABRr1A1B1C_vRhyme_unbinned_73,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_74,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_75,LABRr1A1B1C,Langwell,NAT,,,,,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_76,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_77,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
LABRr1A1B1C_vRhyme_unbinned_78,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_79,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_8,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LABRr1A1B1C_vRhyme_unbinned_80,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_81,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_82,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LABRr1A1B1C_vRhyme_unbinned_83,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417
LABRr1A1B1C_vRhyme_unbinned_84,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_85,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_86,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375
LABRr1A1B1C_vRhyme_unbinned_87,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_88,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_89,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_9,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_90,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_91,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_92,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Complete,lysogenic_scaffold,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11
LABRr1A1B1C_vRhyme_unbinned_93,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_94,LABRr1A1B1C,Langwell,NAT,Bicaudaviridae,,,,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_95,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_96,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_97,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LABRr1A1B1C_vRhyme_unbinned_98,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LABRr1A1B1C_vRhyme_unbinned_99,LABRr1A1B1C,Langwell,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_bin_1,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lysogenic_virus,,,,,,
LASAr3G3H3I_vRhyme_bin_2,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_virus,,,,,,
LASAr3G3H3I_vRhyme_bin_3,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lysogenic_virus,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASAr3G3H3I_vRhyme_bin_5,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
LASAr3G3H3I_vRhyme_unbinned_1,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_10,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_11,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_12,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
LASAr3G3H3I_vRhyme_unbinned_13,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_14,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASAr3G3H3I_vRhyme_unbinned_15,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae,,Low-quality,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
LASAr3G3H3I_vRhyme_unbinned_16,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
LASAr3G3H3I_vRhyme_unbinned_17,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
LASAr3G3H3I_vRhyme_unbinned_18,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,
LASAr3G3H3I_vRhyme_unbinned_19,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
LASAr3G3H3I_vRhyme_unbinned_2,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1
LASAr3G3H3I_vRhyme_unbinned_20,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASAr3G3H3I_vRhyme_unbinned_21,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASAr3G3H3I_vRhyme_unbinned_22,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_23,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_24,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
LASAr3G3H3I_vRhyme_unbinned_25,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_26,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASAr3G3H3I_vRhyme_unbinned_27,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,
LASAr3G3H3I_vRhyme_unbinned_28,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_29,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_3,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_30,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_31,LASAr3G3H3I,Langwell,DAM,,,,,,,Not-determined,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_32,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASAr3G3H3I_vRhyme_unbinned_33,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
LASAr3G3H3I_vRhyme_unbinned_34,LASAr3G3H3I,Langwell,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
